"Source IP"," Source Port"," Destination IP"," Destination Port"," Protocol"," Flow Duration"," Flow Bytes/s"," Flow Packets/s"," Flow IAT Mean"," Flow IAT Std"," Flow IAT Max"," Flow IAT Min","Fwd IAT Mean"," Fwd IAT Std"," Fwd IAT Max"," Fwd IAT Min","Bwd IAT Mean"," Bwd IAT Std"," Bwd IAT Max"," Bwd IAT Min","Active Mean"," Active Std"," Active Max"," Active Min","Idle Mean"," Idle Std"," Idle Max"," Idle Min","label"
"195.154.107.23","443","10.0.2.15","54130","6","9983448","287942.60259582","356.7905597345","2803.551811289","9996.7794663055","102217","0","4262.7873612297","12739.272485981","102662","0","8112.4031198686","17490.413464462","102364","54","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9936158","287949.02416004","346.8141307737","2884.2258345428","13301.628150698","136250","1","4305.0944540728","16378.484748369","136489","3","8746.375","22683.414820273","136655","18","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9999988","287964.34555721","350.1004201205","2857.1394285714","12864.800228029","151929","1","4293.6831258051","15854.312499875","152704","3","8459.4384615385","21632.349023009","152089","31","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9997387","287966.74571065","324.5848140119","3081.8085696671","10625.409435671","101498","-28","4279.7033390411","13042.379023658","101883","3","11015.792723263","19724.19954805","101628","42","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","60537","148.251.190.229","9010","6","9968394","287976.98004312","347.2976690127","2880.2062987576","13307.641148607","149496","0","6309.1101265823","20098.564484339","181348","0","5301.6521276596","18577.918748685","149496","0","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9997009","287996.33970521","311.5931975254","3210.3432883751","11296.784448094","102887","-2","4301.6389845095","13836.537632503","103233","3","12668.811153359","21675.052370877","103008","26","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9987072","288008.23704886","311.6028401517","3210.2449373192","10133.874791787","98829","-41","4347.8763604702","11922.44451042","98829","0","12230.033210332","18999.267542665","100839","39","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9993921","288015.28449144","340.8071766827","2935.072246696","10122.699960518","102158","1","4337.5694444445","12539.990508093","102581","3","9079.8609090909","17980.433485776","102413","34","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","37652","6","9979466","288049.88162693","331.8814854422","3014.0338266385","9900.910127078","100611","-9","4186.0176174497","12112.115953701","100834","0","10776.519438445","17531.135286811","100727","29","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9999918","288132.16268373","351.9028856037","2842.5008527573","12745.418019119","150002","0","4295.3045532646","15893.452448203","150167","0","8410.0992430614","21660.63531259","150385","25","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9999858","288378.59497605","346.7049232099","2885.1292556261","10044.646042117","132870","0","4269.7045260461","12615.235976783","133263","0","8904.1478183437","17367.000819456","133285","45","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9988466","288437.38367833","313.3614310746","3192.2230744647","12422.367525891","102446","-1","4286.89527897","14855.760739179","103172","0","12467.037593985","24026.917542171","103492","24","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9988840","288569.04305205","350.0907012226","2857.2196796339","9517.0891423797","102354","0","4270.5600684053","12019.753730283","102643","0","8640.1617647059","16569.269238413","102573","47","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9994667","288607.41433406","351.2873415392","2847.4834757835","12024.676872398","151420","0","4276.7081728712","14798.613075388","151769","0","8527.5656996587","20496.013521743","151840","22","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","59960","198.52.200.39","443","6","9991486","288727.02218669","361.0073616677","2770.794786467","46220.342637458","2732571","0","6492.1494476933","70839.113489248","2732633","0","4836.1035818006","61866.982044714","2770143","0","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9993130","288742.36600545","314.2158663001","3183.5393437401","10610.367231701","101328","0","4279.7130620985","12542.022851489","101596","0","12374.845579078","20038.736934093","101524","23","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9995212","288774.66530975","345.8656004495","2892.1331018519","13292.965704023","295124","0","4284.2743249036","16416.072978837","295398","0","8818.0017825312","22539.577895027","295124","2","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9940735","288783.37466998","344.642523918","2902.4043795621","13109.675164804","150686","-1","4295.9096802075","16123.160556705","150970","0","8955.3324324324","22495.919434934","151415","22","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9982648","288841.49776693","351.1092447615","2848.9292237443","12331.200942793","103220","0","4286.2378703306","15553.962891075","103393","0","8417.129471891","20732.038783519","103366","48","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9997156","288981.88644851","344.8980890165","2900.2483318828","12884.308842692","103556","-4","4286.9206689537","15738.717640845","103847","0","8882.8456014363","21971.09491255","103850","0","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9995707","289030.6808713","316.2357600118","3163.1984177215","12256.284757122","102010","-5","4278.9691780822","14876.906847549","102424","0","12145.30255164","23584.89275603","102807","30","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9998551","289078.18742936","327.9475195956","3050.1985967053","10430.189908829","101888","0","4252.8928115695","12784.874506328","102342","0","10796.996760259","19431.820174888","102181","35","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9993586","289094.4251643","351.6255326166","2844.7440933675","12453.124985962","104240","0","4281.7420736932","15577.785146861","110420","0","8483.1298811545","21261.896611426","104389","0","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","59960","198.52.200.39","443","6","6800952","289240.53573676","345.6868979519","2894.0221276596","28874.481760255","1002880","2","8630.6497461929","50742.905895438","1040116","23","4332.99871877","35531.478590876","1002880","2","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9987139","289240.69245457","349.950070786","2858.3683457356","9239.3270229229","100868","0","4280.8139734248","11630.419471972","101086","0","8594.4043103448","16336.86338798","101041","51","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9977626","289240.94769638","353.5911247826","2828.9271335413","11680.360164523","102220","0","4274.9040274208","14515.622283555","102594","0","8293.8070469799","19514.513058723","102319","0","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9996914","289248.762168","315.3973316165","3171.6097715736","11366.26339894","101654","0","4255.7828863346","13930.271600703","101998","3","12461.371571072","21957.812778464","101883","27","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9936271","289302.09331046","316.0139251435","3165.4256132526","11020.155910933","99597","-107","4266.3250322027","13650.673467912","100168","0","12281.258343634","21222.420935012","100498","30","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9978207","289330.33760474","352.2676969921","2839.5580535003","12371.229855422","102541","0","4257.651391863","15441.056658945","121985","0","8470.3735144313","21066.214439119","102695","33","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9995260","289336.54552258","349.9658838289","2858.2384901344","12738.291687434","127485","0","4275.0752780154","15597.687852428","128027","1","8575.9412780656","21510.661926958","127485","28","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9953066","289366.81420579","347.4306309232","2879.105004339","8061.6758066904","87671","0","4229.9473013175","9938.9644332659","87671","0","9023.3372620127","14081.900844306","89492","29","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9998639","289392.08626294","347.9473556351","2874.8243243243","12444.867890157","102760","-1","4278.4077877621","15480.315451056","103278","0","8681.9096491228","21101.779817035","102923","34","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9999175","289393.47496168","350.3289021344","2855.2755568247","12885.999202896","101027","0","4264.0405117271","15951.224768007","101253","3","8628.7404844291","22013.90936324","101394","27","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9901911","289448.26912704","358.6176446143","2789.2707042254","9432.7489452487","100036","0","4251.5719192787","12532.087939243","100162","0","8116.1","16838.064219677","102094","44","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9988633","289463.53319819","352.6008013309","2836.8738994604","8911.2280617949","99968","0","4327.7227036395","11689.719517106","100084","0","8241.3193069307","15756.329100593","100662","37","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9996796","289489.1523244","349.8120797904","2859.495423341","12435.984304245","125447","-28","4272.135042735","15355.723488414","125575","2","8567.1151515152","21122.933777957","125662","29","0","0","0","0","0","0","0","0","TOR"
"198.52.200.39","443","10.0.2.15","41994","6","9949550","289611.38945983","345.1412375434","2898.2085639383","35136.67460629","1424996","0","4342.8817110432","43135.948997175","1425489","0","8719.9474145486","60686.690658638","1425163","0","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9910127","289629.48708932","348.3305511625","2871.6682121124","12919.793639052","149469","0","4277.1372464394","15934.391875428","149607","0","8675.6240070609","21913.705833732","149965","34","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9905703","289706.24295923","347.1737442562","2881.239965096","12748.628756729","107079","-29","4286.3275638252","15626.053373588","107765","0","8764.796625222","21849.677167337","107079","33","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9995967","289726.04651456","350.1412119508","2856.8068019434","9449.4089133209","101069","-20","4249.9859693878","12165.86901234","101356","3","8722.277486911","16369.546134288","101412","65","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9987419","289726.70516777","359.952856689","2778.9145798553","11579.849655148","101675","0","4226.5844265764","14523.553660625","101897","0","8021.4227642277","19550.339630881","102236","25","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9997474","289757.992869","333.4842381185","2999.5421542154","9142.1628311626","101464","0","4309.2431034483","11083.203381385","101715","0","9856.8745059289","16543.651060349","101718","47","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9992885","289761.56535375","346.2463542811","2888.9520092512","8988.2990413347","101035","0","4268.6394703118","11375.620423011","101717","0","8940.7788719785","16209.921868762","101154","28","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9998738","289819.37520515","318.7402250164","3138.3358443189","12320.558553984","101518","-1","4280.2816780822","14657.577335432","101869","0","11755.020023557","23724.02001298","103691","22","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9995358","289831.63984722","347.9615237393","2874.7075064711","12993.574696385","103275","0","4260.5959079284","15923.428259986","103680","0","8755.9274336283","21732.016249803","103401","0","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9968988","289887.39880116","355.3018621349","2815.3030217453","12355.265744488","103216","-75","4265.7201540437","15606.106559116","103398","0","8242.3241895262","20686.449593796","103498","17","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9999909","289942.63847801","347.6031631888","2877.6716546763","12446.948766179","104764","-1","4258.9050255537","15361.826641263","104764","0","8791.5808170515","21318.224856559","105263","24","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9999724","289981.20348122","352.1097182282","2840.8306818182","9196.1053527422","101262","-95","4266.0938566553","11757.548493816","101702","3","8435.9668085106","16127.351274388","101584","29","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9957841","289994.18649083","315.7310907053","3168.2599427299","11029.370267718","100075","-88","4244.6040068201","13379.743207258","100195","3","12479.814070352","21080.636572158","100209","29","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","37652","6","9949453","290020.66746785","318.6104803953","3139.6191227517","10412.897608414","101761","-2","4248.1763450043","12600.019680256","102191","1","12036.514527845","19342.757449388","101985","24","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9997937","290041.73561006","346.8715596027","2883.7430054803","8853.3716953617","101999","0","4254.4412765957","10928.17013504","102265","0","8958.3413978495","15548.865678666","102202","33","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9981719","290042.52674314","355.1492483409","2816.5121331828","9691.1795498729","102616","-63","4252.9654878569","12488.07952793","102913","0","8342.7834448161","17503.439304901","102744","32","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","54453","195.154.107.23","443","6","1041676","290126.68046494","287.9974195431","3483.8662207358","13324.966137264","141335","0","14671.492957747","26879.459856325","141426","85","4586.7929515419","16496.75582176","143844","3","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9976722","290174.76882688","347.308464644","2880.1160508083","13071.306841425","102634","0","4263.5564102564","16142.803287008","103138","0","8883.6634016029","22358.826793701","102741","17","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9996161","290209.91158506","351.13480065","2848.7207181533","9923.0726858752","102037","0","4317.996112311","12788.249488009","102441","0","8339.4417435038","17434.163175339","102284","26","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9997718","290213.22665832","348.4795230272","2870.4329600919","13117.656742778","102719","0","4267.0584720444","16068.509829173","103219","3","8777.4793678666","22385.497114426","102883","30","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9958124","290320.44589925","339.1200993279","2949.6812796209","9251.8371598463","101411","-6","4246.5245202559","11877.039237136","101828","3","9667.6970873787","16659.655320998","101642","40","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9994487","290362.37677832","348.8923443494","2867.0358577166","12918.048354985","102282","0","4263.8596416382","15935.895681308","102538","0","8707.7107800175","22075.166677215","103148","22","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9986796","290418.46854587","351.9647342351","2842.0022766079","12314.303720106","103738","1","4256.9462915601","15373.87476961","104758","3","8557.4627249357","20831.79847365","103840","20","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9999261","290429.4627373","353.5261255807","2829.4456706282","12002.973347681","103737","0","4247.7744265081","14945.872332533","104087","0","8469.3172179814","20359.209939344","103891","27","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","37652","6","9997998","290497.55761103","347.8696435026","2875.4667817084","6468.70784491","52610","0","4445.5304579813","7692.4562177496","53542","0","8147.7229013855","9593.3065216207","52787","18","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9978425","290507.57008245","357.8721090753","2795.0770308123","9644.8078605145","103691","3","4235.3247028862","12532.71932683","104222","3","8175.6702390767","16668.716777594","103946","30","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9992077","290550.60324295","350.277524883","2855.6950557302","9674.9838248022","101644","0","4251.9476595745","12294.950134123","101958","0","8703.7360627178","17228.324876182","101896","48","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","37652","6","9996574","290566.74816792","320.0096353011","3125.8830519075","10106.294820514","101756","-27","4253.8612765958","12647.769916432","101934","0","11801.827626919","18863.8386057","101923","25","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9981138","290635.39648485","352.3646301654","2838.776450512","12161.623827486","104989","0","4287.2719072165","15260.18382761","105143","0","8408.6284751474","20410.056836358","105124","29","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9997425","290782.27643618","354.8913845315","2818.5579362842","9928.4486318007","100338","0","4245.1910828026","12847.225219787","100514","0","8351.7489504618","17488.749827658","100852","53","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9982611","290795.66458114","349.6079332351","2861.1668099742","12429.784177293","101922","0","4262.4299743809","15344.942314593","102325","0","8622.8368237347","21248.620634327","102049","23","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9999989","290838.21992204","356.5003921504","2805.8330527497","11716.164263104","106310","3","4246.2798301486","14745.322509564","106451","3","8277.8112582781","19699.959987573","106446","21","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9999620","290842.85202838","353.8134449109","2827.1472999717","9877.2035245881","100349","-6","4235.3172384583","12394.21681692","100483","3","8510.2246808511","17629.074565511","101138","33","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9995164","290852.25615108","355.0717126803","2817.1262683202","8590.6389466407","88881","0","4228.4683651805","11150.422637852","97653","0","8364.1728187919","15199.178833004","101649","24","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9997291","290856.09291557","346.9940006748","2882.7252018454","9178.0286881684","100667","0","4236.1402542373","11807.336639096","100913","0","9030.1318879856","16711.630595968","100872","31","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9999754","290859.25513768","351.8086544929","2843.2624395792","9945.1332976464","100910","0","4258.839011925","12818.751180198","101080","4","8561.3005136987","17856.293140786","101078","35","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9981616","290967.11394227","356.1547549014","2808.5582442319","10108.049633556","100392","0","4240.2786745965","12827.822897793","100542","3","8291.4153461218","17967.484906094","101810","32","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9975330","290978.84481015","353.4720154621","2829.8808510638","8974.8008997477","101703","0","4221.4409648752","11320.3633754","101992","3","8552.9844961241","15903.500646998","101787","26","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9990205","291084.51728468","356.2489458425","2807.8147835863","9355.0656123543","101534","0","4229.5533446232","12126.4927098","108997","0","8359.5230125523","16645.102605335","101698","36","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9988036","291093.06374146","329.4942068691","3035.8772036474","10669.376973509","96849","1","4230.4260906396","13528.002596362","97227","2","10757.747844828","19672.987023482","96849","43","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9995986","291116.55418485","329.2321537865","3038.2936170213","12780.774098842","104473","0","4291.9647917561","15448.940917296","105275","3","10307.722916667","22927.045430526","104577","23","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9991423","291153.62246199","348.5989933566","2869.4494543366","9664.6739649648","101684","0","4237.2340966921","12161.909686346","101930","3","8888.9857524488","16816.891374416","101788","22","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9998410","291162.29480487","342.0543866475","2924.3667739105","12489.138854669","102393","0","4274.6515604959","15204.045918312","102724","0","9173.2289156626","21489.228840773","102578","24","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9951669","291178.19332617","353.8099991067","2827.1786931818","9338.1203752285","101401","0","4218.5964391691","11809.978027","101500","0","8560.1310344828","16658.004594798","101617","31","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9999253","291178.45103029","346.8259078953","2884.1225843669","13495.264573362","153247","-22","4265.8660409556","16608.72101035","153374","0","8870.4286987522","23008.106705507","153593","19","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9989706","291205.66711373","348.4587033893","2870.6051724138","9674.487913293","101828","-214","4249.1305827308","12133.307799588","102023","3","8855.9361702128","17021.297866517","101999","21","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9992184","291213.21224669","341.767125185","2926.8260105448","12878.295296533","114720","0","4327.4941533131","16009.977224914","121673","0","8995.6005434783","22146.976927619","114847","20","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9985700","291243.27788738","332.3752966742","3009.5539481616","10675.446082029","101140","-52","4225.8338997451","12983.527194411","101259","1","10365.557632399","19062.480743034","101361","36","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9991098","291269.48809831","315.1805737468","3173.792249047","10308.236102105","102120","0","4228.1413457469","12356.008023243","102452","3","12743.269132653","18968.439839954","102231","32","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","37652","6","9990468","291294.96235812","351.3348924195","2847.0983186093","7655.8224231399","118871","0","4240.4363327674","9487.3581866147","119135","0","8648.8802083334","13258.453582528","119081","37","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","37652","6","9995356","291319.88895643","324.0504890471","3086.8919085856","10252.23801513","102599","-72","4269.6950021358","12197.242895832","102960","0","11155.248883929","18389.588174035","102730","18","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9925934","291345.27793556","353.8206077131","2827.0959840501","9643.2767454217","101813","0","4211.2575307594","12151.310719171","102237","3","8577.3052905464","17270.597060973","102036","30","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9989040","291359.12960605","359.3938957097","2783.2376706604","9709.7389068619","101048","1","4203.226869455","12551.881875071","101048","3","8172.6781326781","17321.339962992","102635","36","0","0","0","0","0","0","0","0","TOR"
"198.52.200.39","443","10.0.2.15","41994","6","9582631","291373.11037021","352.8258575333","2835.0979289941","28029.089626186","1139397","0","4343.8943789665","35679.05105341","1178475","0","8163.3103154305","47508.658613008","1139397","0","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9990180","291506.85973626","351.0447259209","2849.4523673702","12842.239052519","150651","0","4243.7829226848","15995.182207106","150778","0","8591.8714161599","21541.185106532","150788","20","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9993877","291542.91172485","353.3163355923","2831.1266288952","9020.1971803974","102266","1","4232.9000423549","11656.748739126","102421","1","8552.2029109589","15937.250974996","102487","31","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9988025","291598.28895102","356.026341544","2809.5710267229","11911.638498189","153396","-55","4241.1995753716","14995.508546681","153814","0","8246.3102585488","19730.830112044","153784","22","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9968268","291608.93346768","355.3275253033","2815.0996893533","9376.9238066163","101585","0","4232.8101910828","12027.695999525","102041","0","8399.8008438819","16195.778110688","101918","42","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9948073","291646.8345176","313.0254472399","3195.654673948","10397.443923297","101201","0","4280.5821858864","12321.154286996","101453","0","12623.711928934","19799.053585367","102073","41","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9968819","291700.85242796","358.6182074326","2789.2610520425","10360.380520275","110234","0","4222.2867429056","13200.568639313","110537","0","8214.8498349835","18112.829647072","111192","44","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9913005","291778.82993098","319.4793102596","3131.0818066962","11604.245278054","102663","0","4220.0881226054","14097.320836852","103349","3","12143.552696078","22285.99059179","102952","27","0","0","0","0","0","0","0","0","TOR"
"198.52.200.39","443","10.0.2.15","41994","6","9981657","291854.94953393","353.9492491076","2826.0637032843","23584.343618519","1093281","0","4336.0734144222","29255.710671458","1093613","0","8121.7355573637","39765.328404751","1093281","0","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9997119","291859.58474637","351.8013539701","2843.321672355","9240.3937866183","101803","0","4257.7167802385","11844.610439155","102051","0","8566.3487574979","16219.865856165","101925","50","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9990927","291861.50594434","357.4242910593","2798.5789915966","9789.9917229597","101562","0","4231.6505717916","12457.827614694","101989","0","8269.5016556291","17278.907224175","101759","30","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9992420","292044.5697839","356.4702044149","2806.0713282786","9248.5108666492","101951","0","4226.9120135364","11893.661417191","102248","0","8324.4122073579","16449.362862502","102170","25","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9921690","292092.07302385","353.064850847","2833.1496287836","12432.269108165","151481","-13","4240.0384615385","15447.647952904","151867","0","8545.5383290267","21098.981483477","151737","21","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9997129","292246.20388514","355.0019210515","2817.6801014656","9013.9490844759","101076","0","4214.336846543","11709.826997744","101076","0","8507.994893617","15963.497830882","101923","56","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9998640","292296.35230391","358.4487490299","2790.5777281608","9986.9618390967","101441","-1","4215.2782462057","12507.265090937","101752","3","8200.2008264463","17514.589074732","101611","40","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","41071","198.52.200.39","443","6","9993628","292341.58005481","348.5220782683","2870.0827110856","9506.0948882681","140847","0","8433.4202531646","15134.557674205","140907","23","4352.3776132404","11838.306933644","140873","0","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9987386","292443.08771084","339.9287861709","2942.6593989393","9818.2847478269","100254","1","4201.6769036601","12211.72108303","100451","3","9772.9950787402","18132.386972627","100988","29","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9914858","292444.63208651","340.7007947063","2935.9958543086","13034.66925747","102476","-1","4248.0111396744","15711.363791297","102891","0","9417.877159309","22502.823313019","102643","21","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9997767","292471.60891027","360.3804729596","2775.6154913937","9057.0510917979","101036","0","4209.5861052632","11565.306610287","101167","0","8125.9942903752","16133.39528725","101316","43","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9987874","292481.66326488","345.8193405323","2892.5207066319","12803.210646904","103599","-1","4253.7793867121","15666.372950027","104008","0","8954.3170289855","21787.389625298","131567","35","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9998244","292514.36552259","340.0597144859","2941.5251544572","9983.3377394602","101803","-13","4193.894295302","12360.476612046","102210","0","9852.4477317554","18689.382167722","101974","29","0","0","0","0","0","0","0","0","TOR"
"195.154.107.23","443","10.0.2.15","54130","6","9913982","292575.47572711","321.6669144648","3109.7810539523","12144.783188449","101873","-2","4229.5145051195","14716.82767605","102070","0","11760.029655991","23235.253530465","102012","31","0","0","0","0","0","0","0","0","TOR"
